satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,heure_supplementaires,augementation_salaire_precedente,genre,statut_marital,departement,poste,a_quitte_l_entreprise,domaine_etude,frequence_deplacement
4,2,1,1,2,3,3,35,2450,1,3,3,0,0,3,1,3,1,2,Non,19 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,3,2,2,3,3,30,9250,3,9,4,2,1,3,29,4,1,3,Non,12 %,M,Marié(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Occasionnel
1,3,1,1,4,3,3,35,2074,1,1,1,0,1,2,2,3,0,0,Oui,12 %,F,Divorcé(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,2,3,4,2,3,3,53,10169,0,34,33,7,1,4,2,5,1,9,Non,16 %,F,Marié(e),Consulting,Tech Lead,Oui,Entrepreunariat,Occasionnel
3,3,2,2,1,3,3,38,4855,4,7,5,2,2,2,2,3,1,4,Non,11 %,M,Marié(e),Consulting,Tech Lead,Oui,Transformation Digitale,Occasionnel
4,3,2,1,2,2,3,32,4087,4,9,6,5,1,3,1,4,1,2,Non,14 %,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Aucun
3,3,1,1,4,2,3,48,2367,8,10,8,2,1,3,15,4,7,6,Non,12 %,F,Marié(e),Consulting,Assistant de Direction,Non,Autre,Occasionnel
1,3,1,4,3,1,3,34,2972,1,1,1,0,0,4,7,4,0,0,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,2,5,4,3,3,4,55,19586,1,36,36,6,1,3,26,5,2,13,Non,21 %,M,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
2,3,2,4,2,2,3,34,5484,9,9,2,2,1,3,1,4,2,1,Non,17 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,1,4,1,3,4,26,2061,1,1,1,0,0,5,3,3,0,0,Non,21 %,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,2,2,4,3,3,38,9924,0,10,9,8,1,3,14,3,7,7,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,2,2,2,4,3,38,4198,2,8,3,2,0,5,16,3,1,2,Non,12 %,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,2,3,1,3,3,36,6815,6,15,1,0,0,5,1,4,0,0,Non,13 %,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,1,1,4,3,3,29,4723,1,10,10,9,0,3,3,1,1,5,Oui,18 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
1,3,2,3,3,3,3,35,6142,3,10,5,2,0,4,10,4,0,4,Oui,16 %,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,4,3,3,1,3,3,39,8237,2,11,7,6,1,3,6,3,7,6,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
1,3,2,4,4,4,3,29,8853,1,6,6,4,1,0,2,1,1,3,Non,19 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Frequent
3,3,5,3,3,3,3,50,19331,4,27,1,0,1,2,9,3,0,0,Oui,16 %,M,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
4,4,1,3,4,3,3,23,2073,2,4,2,2,1,2,10,3,2,2,Non,16 %,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
1,4,2,1,4,3,3,36,5562,3,9,3,2,1,3,6,4,0,2,Oui,13 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
4,2,5,4,4,3,4,42,19613,8,24,1,0,0,2,9,2,0,1,Non,22 %,M,Célibataire,Consulting,Senior Manager,Non,Autre,Occasionnel
2,4,2,3,4,2,3,35,3407,1,10,10,9,2,3,28,3,6,8,Non,17 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,2,2,3,2,2,3,34,5063,1,8,8,2,1,3,10,4,7,7,Non,14 %,M,Marié(e),Consulting,Manager,Non,Entrepreunariat,Frequent
4,3,2,1,3,3,3,40,4639,1,5,5,4,1,2,14,2,1,2,Non,15 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,4,1,2,3,3,3,43,4876,5,8,6,4,1,0,27,3,0,2,Non,12 %,M,Divorcé(e),Consulting,Consultant,Non,Entrepreunariat,Occasionnel
3,2,1,4,4,2,3,35,2690,1,1,1,0,1,5,7,2,0,1,Non,18 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,4,4,1,2,1,3,46,17567,1,27,26,0,0,5,1,4,0,12,Non,15 %,M,Célibataire,Commercial,Senior Manager,Non,Infra & Cloud,Occasionnel
3,3,1,2,3,3,3,28,2408,1,1,1,1,3,3,24,3,0,0,Oui,17 %,M,Marié(e),Consulting,Consultant,Oui,Transformation Digitale,Occasionnel
2,2,1,3,2,2,3,22,2814,1,4,4,2,0,2,26,2,1,3,Oui,14 %,F,Marié(e),Consulting,Assistant de Direction,Non,Autre,Aucun
2,3,4,3,3,3,3,50,11245,2,32,30,8,1,3,20,5,12,13,Oui,15 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Frequent
2,4,1,4,4,3,3,32,3312,3,6,3,2,2,3,5,4,0,2,Non,17 %,F,Marié(e),Consulting,Assistant de Direction,Non,Autre,Occasionnel
2,3,5,4,4,2,3,44,19049,0,23,22,7,1,4,7,3,1,10,Oui,14 %,F,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
2,2,1,2,2,2,3,30,2141,1,6,6,4,1,3,7,3,1,1,Non,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,1,2,1,1,3,3,45,5769,1,10,10,7,0,3,5,5,1,4,Oui,14 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
1,2,2,1,1,3,3,45,4385,1,10,10,7,1,2,26,3,4,5,Non,15 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Aucun
4,3,2,1,4,3,3,31,5332,7,10,5,2,0,3,2,4,0,3,Non,13 %,M,Célibataire,Commercial,Cadre Commercial,Non,Autre,Frequent
3,3,2,3,2,3,3,36,4663,9,7,3,2,2,2,12,4,1,1,Oui,12 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,4,2,4,1,3,3,34,4724,1,9,9,7,1,3,10,4,7,2,Non,13 %,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
3,3,1,1,4,2,3,49,3211,1,10,9,6,1,3,25,4,1,4,Non,14 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
2,3,2,1,4,3,3,39,5377,2,10,7,7,3,3,10,5,7,7,Non,13 %,M,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
4,2,1,1,1,3,3,27,4066,1,7,7,7,2,3,19,3,0,7,Non,11 %,M,Divorcé(e),Consulting,Consultant,Non,Autre,Occasionnel
2,4,2,1,4,3,3,35,5208,1,16,16,15,0,2,18,5,1,10,Non,11 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,1,2,1,2,2,4,28,4877,0,6,5,3,1,5,27,3,0,0,Non,21 %,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
3,3,1,4,3,3,3,21,3117,1,3,2,2,0,2,5,1,2,2,Non,18 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,3,1,4,3,4,3,18,1569,1,0,0,0,0,2,3,2,0,0,Oui,12 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Transformation Digitale,Frequent
4,3,5,3,3,3,3,47,19658,3,27,5,2,1,2,26,4,1,0,Non,11 %,F,Marié(e),Ressources Humaines,Senior Manager,Non,Infra & Cloud,Occasionnel
3,2,2,3,4,3,3,39,3069,0,11,10,8,1,3,3,2,0,7,Non,15 %,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
1,2,3,3,4,3,3,40,10435,1,18,18,15,2,2,15,3,14,12,Non,13 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,3,2,3,4,3,3,35,4148,1,15,14,11,1,5,8,4,2,9,Non,12 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Aucun
3,3,2,3,1,2,3,37,5768,3,9,4,3,3,2,19,3,0,2,Non,17 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,3,2,3,4,1,3,39,5042,0,10,9,2,0,2,4,3,3,8,Non,13 %,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Frequent
4,2,2,4,1,3,3,45,5770,1,10,10,7,2,3,2,2,3,9,Non,19 %,F,Divorcé(e),Consulting,Tech Lead,Non,Autre,Occasionnel
4,2,3,3,4,4,3,38,7756,3,10,5,4,1,6,2,2,0,2,Oui,19 %,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
4,2,3,1,3,3,3,35,10306,9,15,13,12,0,3,10,3,6,0,Non,17 %,M,Marié(e),Commercial,Cadre Commercial,Oui,Transformation Digitale,Occasionnel
2,3,1,2,1,1,3,37,3936,1,8,8,4,1,2,10,3,7,7,Non,11 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,3,3,4,4,2,3,40,7945,6,18,4,2,0,2,16,3,3,3,Oui,15 %,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,3,2,4,3,3,3,44,5743,4,14,10,7,0,3,1,5,0,2,Oui,11 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Frequent
3,2,4,4,2,3,4,48,15202,2,23,2,2,1,3,4,5,2,2,Non,25 %,M,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Frequent
1,1,2,4,4,2,3,35,5440,6,7,2,2,2,2,15,2,2,2,Oui,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Transformation Digitale,Occasionnel
1,3,1,4,3,3,3,24,3760,1,6,6,3,0,2,2,1,1,3,Oui,13 %,F,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Frequent
2,4,1,3,1,3,3,27,3517,7,5,3,2,0,0,8,3,0,2,Non,17 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,1,4,3,2,3,27,2580,2,6,4,2,0,0,2,3,1,2,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
1,3,1,1,2,1,3,40,2166,3,10,4,2,0,3,7,3,0,3,Oui,14 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,2,2,3,3,3,3,29,5869,9,8,5,2,0,2,10,3,1,4,Non,11 %,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
2,3,3,1,3,3,3,36,8008,4,9,3,2,2,6,5,4,0,2,Non,12 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
4,4,2,3,3,3,3,25,5206,1,7,7,7,2,6,2,1,0,7,Non,17 %,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
4,3,2,2,3,3,4,39,5295,4,7,5,4,0,3,12,3,1,0,Non,21 %,M,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
1,3,4,2,2,3,3,49,16413,3,27,4,2,2,2,22,4,1,2,Non,16 %,F,Marié(e),Consulting,Directeur Technique,Non,Autre,Occasionnel
4,2,3,1,3,3,3,50,13269,5,19,14,11,3,3,17,5,1,11,Non,15 %,F,Divorcé(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
3,3,1,3,1,3,3,20,2783,1,2,2,2,0,3,2,3,2,2,Non,19 %,F,Célibataire,Commercial,Représentant Commercial,Non,Transformation Digitale,Occasionnel
4,3,2,2,3,3,3,34,5433,1,11,11,8,1,2,3,3,7,9,Non,12 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,1,2,3,3,3,36,2013,2,15,4,3,0,4,7,3,1,3,Non,11 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,2,4,3,2,3,3,49,13966,2,30,15,11,1,3,6,1,2,12,Oui,19 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
4,2,2,3,3,3,3,36,4374,0,4,3,2,0,6,1,4,1,2,Non,15 %,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Aucun
4,4,2,1,1,3,4,36,6842,6,13,5,4,1,3,3,2,0,4,Non,20 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
2,3,4,3,3,3,4,54,17426,3,36,10,8,1,6,22,5,4,7,Non,25 %,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
3,2,4,3,1,3,4,43,17603,1,14,14,10,1,3,15,2,6,11,Non,24 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,3,2,4,1,4,4,35,4581,3,13,11,9,0,2,12,4,6,7,Oui,24 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Autre,Frequent
4,3,2,4,4,4,3,38,4735,7,19,13,11,2,4,1,3,2,9,Non,15 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
1,2,2,2,2,2,3,29,4187,1,10,10,0,1,3,5,3,0,9,Oui,13 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,3,2,4,3,3,3,33,5505,1,6,6,2,2,5,2,4,0,4,Non,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,3,2,2,3,2,3,32,5470,0,10,9,5,2,4,2,3,1,6,Non,13 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
1,3,2,4,1,3,3,31,5476,1,10,10,0,2,2,5,4,0,2,Non,11 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,3,1,1,2,2,3,49,2587,4,17,2,2,1,2,16,3,2,2,Oui,16 %,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,2,1,2,2,3,4,38,2440,1,4,4,3,0,3,2,3,3,3,Non,22 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
2,4,4,2,3,3,3,47,15972,6,29,3,2,3,2,2,4,1,2,Non,14 %,F,Divorcé(e),Commercial,Senior Manager,Non,Infra & Cloud,Occasionnel
3,3,4,3,1,3,3,49,15379,4,23,8,7,0,2,1,3,0,0,Non,14 %,M,Célibataire,Consulting,Senior Manager,Non,Infra & Cloud,Occasionnel
4,3,3,3,4,3,3,41,7082,3,21,2,0,0,2,23,2,0,2,Oui,16 %,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,3,1,1,1,3,3,20,2728,1,2,2,2,0,3,9,1,0,2,Non,11 %,M,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
3,3,2,4,3,3,4,33,5368,1,7,6,5,1,2,16,3,1,2,Oui,25 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
1,3,2,3,2,2,3,36,5347,6,10,3,2,2,2,26,4,0,2,Non,14 %,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
3,3,1,4,1,3,3,44,3195,4,8,2,2,3,2,1,3,2,2,Oui,18 %,F,Divorcé(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Occasionnel
4,2,1,3,1,3,3,23,3989,1,5,5,4,0,2,8,1,1,2,Oui,11 %,M,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Occasionnel
4,3,1,3,4,2,3,38,3306,7,7,0,0,1,5,4,2,0,0,Non,19 %,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
2,4,3,4,3,3,3,53,7005,3,11,4,3,0,2,24,4,1,2,Non,15 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,3,1,3,3,3,3,48,2655,2,19,9,7,2,3,7,2,7,7,Oui,11 %,F,Marié(e),Commercial,Représentant Commercial,Oui,Transformation Digitale,Frequent
4,3,1,2,1,3,3,32,1393,1,1,1,0,0,2,2,4,0,0,Non,12 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
4,3,1,4,3,3,4,26,2570,1,7,7,7,0,5,7,3,5,7,Non,20 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Aucun
1,2,1,2,4,3,3,55,3537,5,8,4,2,1,1,22,3,1,2,Non,12 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
2,2,2,4,3,4,3,34,3986,1,15,15,10,1,3,5,2,4,13,Non,14 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,1,3,4,3,4,4,60,10883,3,19,1,0,1,2,1,4,0,0,Non,20 %,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
2,4,1,2,4,3,3,33,2028,1,14,14,11,3,6,21,3,2,13,Non,18 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,1,2,4,3,2,3,37,9525,1,6,6,3,2,2,1,4,1,3,Non,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
2,2,1,4,2,3,3,34,2929,1,10,10,9,0,3,19,3,8,7,Non,12 %,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,1,4,2,3,4,23,2275,1,3,3,2,1,2,7,3,0,2,Oui,21 %,M,Divorcé(e),Commercial,Représentant Commercial,Oui,Infra & Cloud,Occasionnel
3,4,3,4,2,3,3,44,7879,1,9,8,7,1,2,2,3,6,7,Oui,19 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
1,2,1,4,3,4,3,35,4930,0,6,5,4,0,2,2,4,1,4,Oui,14 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
4,3,2,4,1,3,3,43,7847,1,10,10,9,1,3,2,3,8,8,Oui,17 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
3,4,1,3,4,3,3,24,4401,1,5,5,3,1,1,9,3,0,4,Non,16 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,3,3,2,3,3,41,9241,1,10,10,8,0,3,6,3,8,7,Non,12 %,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,3,1,3,3,3,3,29,2974,9,9,5,3,1,2,9,4,1,2,Non,17 %,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,2,4,3,2,3,36,4502,3,17,13,7,0,2,2,4,6,7,Non,15 %,F,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
3,2,3,3,4,2,4,45,10748,3,25,23,15,1,3,1,1,14,4,Non,23 %,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Aucun
4,1,1,3,3,3,3,24,1555,1,1,1,0,1,2,22,1,0,0,Non,11 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Oui,Ressources Humaines,Occasionnel
3,1,4,3,3,1,3,47,12936,7,25,23,5,0,3,9,3,14,10,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Frequent
4,1,1,3,3,4,3,26,2305,1,3,3,2,3,3,17,4,0,2,Non,15 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,2,4,2,3,3,3,45,16704,1,21,21,6,0,2,28,2,8,6,Non,11 %,F,Célibataire,Consulting,Directeur Technique,Non,Entrepreunariat,Occasionnel
1,3,1,3,1,2,3,32,3433,6,10,5,2,1,3,10,3,1,3,Non,13 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
2,3,1,3,4,4,3,31,3477,1,6,5,2,1,2,2,4,0,3,Non,14 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,1,2,2,2,3,3,41,6430,6,10,3,2,1,4,4,3,1,2,Non,19 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Aucun
2,3,2,1,2,3,3,40,6516,2,18,1,0,1,3,8,2,0,0,Oui,16 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
2,3,1,1,2,4,3,24,3907,1,6,6,2,3,2,29,1,1,2,Non,13 %,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,2,2,4,3,3,46,5562,6,19,10,7,0,3,13,4,0,9,Non,14 %,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Occasionnel
4,3,2,3,2,3,3,35,6883,2,17,7,7,1,3,27,4,0,7,Non,16 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
2,3,1,4,2,2,3,30,2862,1,10,10,0,1,2,16,1,0,8,Non,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,2,2,4,1,3,47,4978,7,4,1,0,1,3,2,4,0,0,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Aucun
3,3,3,4,2,2,3,46,10368,4,13,10,6,1,5,2,3,0,3,Oui,12 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,2,2,1,2,3,3,36,6134,5,16,2,2,3,3,13,5,2,2,Oui,13 %,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
1,1,2,2,2,3,3,32,6735,6,10,0,0,0,2,1,2,0,0,Non,15 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Occasionnel
3,3,1,2,3,1,3,23,3295,1,3,3,2,0,3,4,1,1,2,Non,13 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,3,2,4,4,2,4,31,5238,2,9,5,4,0,3,24,1,1,4,Non,20 %,F,Célibataire,Consulting,Tech Lead,Non,Entrepreunariat,Frequent
4,3,2,4,4,3,3,39,6472,1,9,9,8,1,2,1,3,5,8,Oui,15 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
4,1,3,3,3,1,3,32,9610,3,10,4,3,1,2,19,3,0,2,Non,13 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,5,2,2,2,3,40,19833,1,21,21,8,0,3,7,4,12,8,Non,14 %,M,Célibataire,Commercial,Senior Manager,Non,Transformation Digitale,Occasionnel
3,1,3,3,3,4,4,45,9756,4,9,5,0,2,2,4,3,0,3,Non,21 %,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Occasionnel
4,2,1,1,4,3,3,30,4968,0,10,9,7,0,2,2,4,0,7,Non,16 %,F,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Frequent
1,3,1,4,4,3,3,24,2145,0,3,2,2,1,2,10,3,2,1,Non,14 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Frequent
3,2,1,4,3,2,3,30,2180,6,6,4,2,1,0,8,3,1,2,Non,11 %,F,Divorcé(e),Ressources Humaines,Ressources Humaines,Oui,Ressources Humaines,Frequent
1,3,2,3,3,3,3,31,8346,1,6,5,2,1,3,5,3,0,2,Non,19 %,M,Marié(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Occasionnel
3,3,1,4,3,2,3,27,3445,1,6,6,2,0,5,8,3,1,4,Non,11 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,1,1,2,3,3,3,29,2760,1,2,2,2,0,3,9,3,2,2,Non,13 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Marketing,Occasionnel
4,4,2,3,4,4,3,29,6294,8,10,3,2,0,5,1,3,0,2,Oui,12 %,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Frequent
3,2,3,1,1,3,3,30,7140,2,12,7,7,1,2,15,2,1,7,Non,11 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,4,1,4,1,3,3,34,2932,0,6,5,0,3,3,2,4,1,2,Oui,14 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,2,2,4,2,3,33,5147,8,13,11,7,0,2,2,3,1,7,Non,15 %,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Aucun
4,3,2,4,3,4,3,49,4507,3,8,5,1,0,1,11,4,0,4,Non,12 %,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,3,3,1,3,2,4,33,8564,2,11,0,0,0,2,16,3,0,0,Oui,20 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Occasionnel
3,2,1,2,2,2,3,38,2468,4,9,6,1,1,4,2,2,0,5,Non,14 %,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Frequent
1,3,3,3,1,3,3,31,8161,2,10,1,0,3,2,16,4,0,0,Non,13 %,M,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
4,2,1,1,3,3,3,29,2109,1,1,1,0,1,2,4,3,0,0,Non,13 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
3,4,2,3,3,3,3,30,5294,3,10,7,0,1,3,16,3,1,7,Non,16 %,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
2,3,1,2,2,3,3,32,2718,2,12,7,7,0,3,5,4,0,7,Non,14 %,M,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Aucun
2,1,2,4,3,3,3,38,5811,3,15,1,0,1,2,18,3,1,0,Oui,16 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
3,2,1,3,4,3,3,43,2437,9,6,1,0,1,4,17,3,0,0,Oui,16 %,M,Marié(e),Consulting,Assistant de Direction,Oui,Entrepreunariat,Frequent
2,3,1,2,2,2,4,42,2766,8,7,5,3,3,6,12,3,0,4,Non,22 %,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,2,5,1,2,3,3,55,19038,8,34,1,0,3,2,2,3,0,0,Non,12 %,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
4,3,2,2,4,2,3,33,3055,5,11,9,8,2,2,4,3,1,7,Non,15 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Aucun
3,3,1,1,2,3,4,41,2289,1,5,5,3,2,2,9,4,0,4,Non,20 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,3,2,3,3,3,3,34,4001,1,15,15,14,1,3,10,3,0,7,Oui,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
